-1.220442,0.014801,0.901270,-0.677733,0.056038,-0.524314,-1.384482,-0.935208,0.226438,0.239430,0.953041,-1.492392,0.388071,-0.637142,0.718737,-0.401276,0.775107,-0.824598,-0.038789,-1.044734,-0.856309,-0.636878,0.212972,-0.329087,-0.677481,-1.273642,-0.307437,-0.450131,-0.007745,-0.493844,-0.667454,-0.624825,0.033341,-0.329778,-0.026817,0.429882,-1.166070,-0.333824,0.276726,1.272474,-0.688397,-1.225445,-0.194526,0.245684,-0.448058,-0.560923,-2.412333,-0.212480,0.023575,-0.447477,1.421748,-0.428309,-0.602659,-1.340559,-1.200901,-0.653943,-0.387307,-0.676540,-0.527646,-0.325211,-2.199767,0.181027,1.920678,-1.430326,-1.043614,0.424279,-0.517908,-0.381929,0.163586,-0.541152,0.652620,-0.692626,-0.406064,-2.176005,0.085371,-1.041294,0.212065,0.723924,-0.422566,0.135184,-1.830798,-0.763915,-0.407752,-0.491058,-0.370802,-0.963177,0.290340,-0.511256,-0.796060,-0.498936,-0.271157,-1.176502,-0.178840,-1.919879,0.479407,-0.654716,-0.713280,-0.092677,-0.422074,0.382139
-0.022046,0.835517,1.596534,-0.219216,-0.045692,-0.772819,0.710000,-1.121134,-1.054666,-0.399414,-0.507134,0.629851,-0.571066,-1.125941,-0.815965,-1.487637,0.942229,-0.309729,-0.486732,0.198891,-0.178337,-0.424821,-0.829165,-0.079156,0.134345,0.020857,-0.248115,-0.542921,0.109554,-0.186541,-0.380839,-0.471109,-0.541465,-0.427468,0.562759,-1.212698,0.432186,-1.637653,1.917018,-0.716127,0.580441,-0.656529,-0.167762,-1.230356,0.812338,-0.248930,-1.468475,0.256202,-1.344279,-0.144002,-0.420121,-0.447586,-0.453028,1.579038,-0.417975,-0.760641,-0.122402,-0.313884,0.380668,-1.484503,-0.433333,-0.355164,0.269316,-0.971930,-0.689278,-0.664445,1.672211,-0.371609,-0.822314,-0.339788,-0.088293,-0.964318,0.956336,-0.354541,0.974063,-0.123351,-0.924141,-0.340981,-0.410382,-0.658264,-0.486681,-0.121977,-1.148717,-2.114897,-0.038518,0.984119,0.728102,0.938532,-0.117883,-0.173961,-1.164853,-0.938388,-0.079144,-1.101935,-0.742539,0.786996,-0.682512,-0.334744,1.065495,-1.825786
2.508023,-1.967400,0.941547,0.001147,0.635892,1.162762,0.970225,-0.786566,0.913630,-0.566315,-1.663044,-0.531531,-0.192082,0.360048,2.108767,-0.030889,-1.273956,-0.279701,-0.343785,0.208956,-1.125339,-0.388394,0.540575,-0.214816,-0.311483,-1.944226,-0.275859,-0.201964,0.270845,-0.006731,0.254049,-0.369888,0.041306,-0.451133,0.537738,2.615668,-0.575650,0.976569,1.621285,-1.039016,0.133360,0.676761,-0.293964,0.234376,-1.597332,-0.193773,-1.105713,-1.840307,-0.475629,0.218094,0.334910,-0.017525,-0.871865,-0.489574,-0.509364,-0.452479,-1.328254,-0.632431,-0.113231,-0.219922,-2.017099,0.020319,-1.513302,-0.785242,0.188455,-0.877009,-0.369985,0.238849,0.717762,0.044234,0.451109,0.215905,0.424759,1.118742,0.637236,-1.054817,-0.580628,-0.661747,1.408743,0.283867,0.752312,1.801271,0.020868,-0.592579,-1.607949,0.566180,-1.645532,-1.772215,-0.275085,0.152982,-1.550456,-1.095974,-0.717565,0.055862,-0.713536,0.370384,-0.522173,-0.501567,1.760696,1.640264
-1.566755,-1.642454,-0.720267,0.699326,0.720710,-0.799130,-0.908988,0.267592,-1.526565,-0.597586,-0.753643,1.131695,-0.150619,-0.682093,-0.075978,1.474038,0.112750,0.471135,-0.501105,-0.991086,0.221407,-0.758745,0.089429,0.046512,0.041548,-2.056155,-0.170137,-0.147699,-1.461609,-0.671150,0.612677,-0.217502,-0.505237,-0.236529,-1.286094,-0.420175,0.472794,0.386958,-1.022999,-2.031968,1.585256,-0.334368,-0.215835,-0.352667,0.954497,0.372385,-1.769462,1.738917,1.452440,0.132516,-1.767206,-0.698017,-1.119802,-1.382933,0.564992,-0.094773,2.179488,-0.503531,-0.345881,1.688309,0.245327,0.312288,-1.168019,-2.627471,1.762647,0.399023,-0.616931,-0.060177,-0.112834,-0.405064,0.425954,-0.380758,0.174468,-1.831108,-1.251415,-0.535760,-0.464216,-2.135293,-0.798275,0.278541,-0.621525,-1.560257,-0.379981,-0.670036,-1.803559,-1.139753,-1.203942,-0.044464,0.413611,-0.222185,-0.532813,-1.296323,-0.469958,0.133030,-0.179126,1.340417,-0.092922,1.918252,-1.602564,-1.020100
-1.163512,0.088703,1.573064,-0.148650,-1.147969,1.597458,-1.890784,-0.447201,-0.670191,0.125279,0.827078,-0.823176,-1.437381,-0.124979,-2.407835,-1.059543,-1.731195,-0.602590,-0.026414,-0.218436,-1.974743,0.073458,-0.750616,-0.504048,-0.967717,-1.714137,-0.165443,-0.296445,1.214656,-0.211567,-0.199914,-0.068615,-1.370918,-0.513225,1.280570,-0.551086,1.940830,-2.086558,-0.465431,0.045354,0.117751,-0.958070,-0.472485,-1.630649,1.100022,0.151999,0.514825,-0.247880,-1.169931,-0.502555,-0.332097,0.192607,0.115824,0.118825,0.133394,-0.323758,-0.392514,2.050232,-0.008412,-0.037884,-0.643925,-0.383349,0.473919,-0.382790,0.280066,0.217085,-0.464319,-0.668312,-1.082984,-0.230952,-0.777662,-1.305943,0.849892,-0.132408,0.728268,1.521187,-0.505011,0.394884,-0.635989,-0.379075,-1.375482,-0.484103,-1.441349,-2.273162,-0.431955,-0.227436,1.313586,-0.395686,-0.996223,-0.112798,0.024691,-0.562291,-2.917301,-0.264885,-1.458885,0.106482,-0.134891,-0.901727,-0.297963,-0.404230
0.211501,0.958410,-0.164991,1.221731,-0.332743,0.567860,-0.304605,-0.191520,-1.609679,1.556497,-0.611335,1.346867,-0.455063,-0.463238,0.641993,-1.110501,0.479044,-0.195233,-0.049595,-0.800041,0.556452,-0.370161,-1.188030,-0.676831,-0.370850,1.956012,-0.300280,-1.343133,0.115879,-1.049391,-0.315766,0.247131,0.009114,-0.355725,0.961967,-0.363888,-0.018436,0.148015,-0.396604,-0.157052,-1.248734,0.708499,0.288937,0.304550,-0.840769,-0.704406,0.840137,0.592998,0.999320,-0.354652,-0.653826,-0.083452,0.867783,-1.665540,-2.128234,0.319637,0.436793,0.177883,-0.196901,-1.336917,0.689994,-0.424394,-1.861444,1.602074,-1.302246,0.882989,2.017829,0.133564,-0.348753,0.060197,-1.697797,2.453317,-0.077068,0.207774,-1.013719,-0.614130,-0.065024,1.547514,0.859268,0.129644,2.322660,0.808428,1.537887,-0.653835,0.265340,-0.327158,0.378344,0.630358,-0.647307,-0.245894,-0.605316,1.315404,0.289790,-1.619549,1.855922,-2.654937,0.091801,1.456727,0.207764,-1.399008
-0.208524,1.608019,-0.989957,-0.566867,-0.286106,-0.888271,1.204076,1.232532,0.207878,0.017717,0.794144,-1.855457,1.399528,-1.041309,-1.208414,-0.444896,-0.548451,-1.775484,-0.142837,-0.044731,2.006450,0.072279,0.208371,-0.182777,-0.519228,1.610746,-0.226697,0.023694,-0.588527,0.114172,-0.539508,0.396900,-0.419225,-0.379982,-0.901846,-0.266872,-1.007179,-1.124195,-0.386270,-0.911763,0.387883,-1.408143,-0.383232,0.404108,-0.996386,-0.526083,-1.544867,-1.410052,-1.393399,-0.449770,0.132397,-0.225988,-0.884442,0.409988,-0.853201,-0.497610,-0.536205,-0.322652,-0.146059,-0.590015,-2.592283,-0.035903,-1.307949,1.439652,-0.488856,-0.277506,-0.301881,-0.483540,-1.809804,0.411191,-0.343121,0.581394,0.398143,-0.172295,-0.639885,0.307539,0.154614,-0.543956,-0.737465,-0.519396,-0.515022,-0.579938,-0.027972,-1.215995,0.793344,0.271830,1.190704,-0.230157,0.000510,-0.049960,-0.357110,-0.181179,-1.166562,-0.024217,-0.961952,-0.916945,-0.353884,-1.577486,-0.883134,-0.664924
-1.641968,-0.547217,-0.936503,-0.915428,-0.076544,-0.835408,-1.333548,-1.235656,-0.386176,-0.981290,-0.409938,-0.802156,0.352564,-0.208429,1.341966,-0.783656,0.339352,-2.494159,0.009401,0.295640,1.313103,-0.447154,0.175162,0.012474,-0.640542,0.151383,-0.625658,-0.113687,1.363432,2.055566,-0.437192,-0.223397,-0.969935,-0.529866,0.500709,-1.490048,-0.439441,0.060388,0.472286,-0.025149,0.414227,-0.867311,-0.173552,-0.112841,1.354972,0.296195,1.033018,-1.781037,-0.876906,-0.016356,-1.294062,-0.001792,0.291483,1.558568,0.171916,0.095798,-1.199771,1.089767,-0.265533,0.534245,0.108074,-0.457512,0.757987,-0.039963,0.860237,-0.609517,-0.211426,-0.576177,-0.284383,-0.536367,0.134888,0.834259,-0.125342,0.220306,-0.011673,1.054353,-0.005779,0.514240,-1.401375,-0.576374,-1.250748,-0.730016,1.308557,1.284051,-2.199699,-0.335792,0.203188,1.865596,-0.803994,0.084104,-1.265311,1.449215,0.602028,-0.390207,0.188387,-0.912605,-0.436949,-2.286467,0.557018,1.082339
-0.910460,-1.096313,-0.782473,-0.443941,0.267080,-1.393353,-1.261309,-0.112842,0.824070,0.220167,0.627612,-0.503038,-1.088563,0.199026,-0.999748,-1.295141,-0.477482,-1.256352,-0.339794,0.547085,-0.539671,-0.548997,1.052297,-0.300285,0.225727,-1.386903,0.185817,-0.540590,-0.356205,-0.242697,-0.551621,-0.055287,-0.416614,-0.462274,-1.355020,-1.504544,0.622163,-0.430314,-2.400733,-1.238801,0.117522,-0.216161,-0.106516,-0.663592,-1.958343,-0.812753,1.134242,-1.282289,-2.718896,-0.065994,0.502058,-0.137309,-0.780082,0.453312,-1.420405,-0.633269,-0.199793,-0.836154,-0.525599,0.208291,1.231444,0.263043,-1.397935,-1.293534,-1.262300,-1.815019,-0.957841,-0.498011,0.069127,-0.071386,-2.562821,-0.740824,-0.720366,-0.573067,-2.706180,-1.466209,0.388112,-1.133911,-2.133971,-0.389671,-0.931077,-1.009248,-0.775049,-1.134433,1.058203,1.708625,-0.937348,-0.188194,-0.232470,-0.171361,0.076930,-0.698270,1.151766,0.904824,0.174301,-0.791040,-0.478917,-3.174314,-1.476865,-0.876572
-0.147599,0.187257,-2.178219,-0.302333,-0.482508,-1.738529,-1.295388,0.066327,-0.915409,0.272120,-0.752051,-0.220378,-0.264478,-0.781294,-0.687504,-0.605450,-0.083341,0.747946,-0.586230,-1.615024,-0.662677,-0.400074,-0.121362,-0.812507,0.040852,-0.214527,-0.504021,-0.325304,-1.789324,-2.100319,-0.094723,-0.186716,0.864849,-0.736837,-1.598777,-0.982795,-1.973497,0.682792,0.145951,1.428297,-0.108248,-0.511946,0.005937,-1.298016,0.913422,-0.104467,1.251851,-0.269933,-0.216435,-0.127677,-0.750354,-0.307747,1.046316,-1.520273,0.707416,-0.149542,0.383883,-2.463989,-0.446966,-1.666552,-0.486191,0.591525,0.051538,-0.663244,-0.991879,-2.146818,1.010602,-0.400938,0.295875,-0.386589,0.305763,-0.077773,-2.348093,-1.266749,1.294949,-0.930217,0.810376,0.358592,0.199092,-0.153955,0.687844,-0.378131,-0.479591,1.249267,2.023267,-2.180249,-1.833198,-1.857451,0.466494,-0.378095,0.418122,-1.829882,-2.270659,0.274864,-0.089795,0.407695,-0.310697,-0.420554,0.210829,-1.081258
